VariableGroup,Subgroup,Variable,Area,Year,Value,Unit,Symbol,IsAggregate
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2019,19.724380119,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2020,16.662491886,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mauritius,2021,17.439294102,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2018,13.071130562,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2019,12.921404834,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2020,11.77650231,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mexico,2021,12.282084796,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2018,22.734350126,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2019,24.076695099,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2020,22.918823289,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mongolia,2021,22.959571175,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2018,21.475146235,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2019,22.270985966,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2020,18.976883324,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Montenegro,2021,21.271776473,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2018,8.405044398,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2019,8.257547295,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2020,7.274770226,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Morocco,2021,7.291889601,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2018,7.927739636,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2019,8.023181342,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2020,7.723996669,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Mozambique,2021,7.786538893,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2018,1.969422572,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2019,2.038725649,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2020,1.892744713,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Myanmar,2021,1.530283346,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2018,33.410847208,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2019,33.397655242,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2020,30.496350411,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Namibia,2021,30.864866738,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2018,2.437683922,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2019,2.676407897,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2020,2.499802955,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nepal,2021,2.68076708,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2018,90.13089156,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2019,88.079447334,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2020,85.776213116,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Netherlands (Kingdom of the),2021,91.829353972,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2018,38.089357588,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2019,38.87800287,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2020,38.747605516,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,New Zealand,2021,40.194101333,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2018,7.993071564,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2019,7.75814268,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2020,7.582588276,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nicaragua,2021,8.244336318,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2018,2.672980874,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2019,2.705645942,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2020,2.758665683,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Niger,2021,2.873859086,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2018,31.255269797,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2019,31.687638506,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2020,30.121221247,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Nigeria,2021,31.461760496,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2018,3.904165495,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2019,5.656848574,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2020,12.453201068,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,North Macedonia,2021,5.557939135,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2018,130.79512983,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2019,131.681418478,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2020,129.915769405,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Norway,2021,139.698537949,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2018,46.306321662,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2019,45.125061129,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2020,43.849135329,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Oman,2021,44.61738205,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2018,1.690000235,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2019,1.751082261,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2020,1.736023386,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Pakistan,2021,1.837834194,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2018,34.398714048,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2019,32.558395064,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2020,26.020001418,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Palestine,2021,28.539470248,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2018,48.52923006,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2019,49.869222239,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2020,40.862170791,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Panama,2021,46.976163911,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2018,14.082697317,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2019,14.125669745,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2020,13.90585972,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Paraguay,2021,14.690850457,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2018,5.03455214,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2019,4.970554771,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2020,4.437256824,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Peru,2021,4.988227738,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2018,3.797696428,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2019,4.342502022,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2020,3.825438466,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Philippines,2021,3.980756322,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2018,46.387183432,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2019,49.736165437,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2020,51.996926378,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Poland,2021,51.691222716,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2018,30.763267609,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2019,30.913315784,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2020,28.533127759,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Portugal,2021,29.898075043,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2018,28.950754182,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2019,29.104119568,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2020,28.226412372,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Puerto Rico,2021,28.236163996,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2018,230.041231831,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2019,196.922554066,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2020,192.591431176,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Qatar,2021,184.278926779,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2018,53.663393452,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2019,54.951938498,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2020,54.369720435,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Korea,2021,56.554261657,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2018,8.244616464,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2019,8.585303495,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2020,8.470379841,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Republic of Moldova,2021,9.373589214,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2018,28.171838636,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2019,26.895780629,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2020,24.671726119,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Romania,2021,24.209577336,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2018,18.982674695,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2019,19.479511568,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2020,18.879337746,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Russian Federation,2021,19.809675893,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2018,12.092327385,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2019,12.659475849,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2020,11.985261189,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Rwanda,2021,13.628290342,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2018,7.707121768,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2019,7.852110735,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2020,7.940833186,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sao Tome and Principe,2021,8.197092773,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2018,25.491774112,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2019,25.513785324,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2020,24.165343765,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Saudi Arabia,2021,24.443785655,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2018,5.486236911,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2019,5.624217102,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2020,5.624889291,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Senegal,2021,6.025309569,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2018,6.040186313,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2019,6.251403128,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2020,6.534430746,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Serbia,2021,7.401978906,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2018,90.358815987,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2019,96.48524868,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2020,87.944777534,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Seychelles,2021,90.612729792,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2018,9.380051909,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2019,10.039831952,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2020,9.358217452,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sierra Leone,2021,10.212153331,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2018,152.542579674,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2019,156.288621156,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2020,152.333208619,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovakia,2021,152.758394098,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2018,43.011137424,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2019,45.542473086,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2020,41.450289669,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Slovenia,2021,48.302202397,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2018,0.822132738,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2019,0.844127616,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2020,0.84170381,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Somalia,2021,0.866524754,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2018,15.917953024,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2019,16.77977522,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2020,15.511652909,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Africa,2021,15.843132743,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2018,8.49933747,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2019,9.37781537,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2020,8.848275745,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,South Sudan,2021,8.826905498,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2018,39.064812054,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2019,40.289757451,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2020,36.072600266,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Spain,2021,37.781166069,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2018,6.091788641,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2019,6.353304411,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2020,6.166707231,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sri Lanka,2021,6.387310973,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2018,2.977282222,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2019,2.966210818,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2020,2.042734997,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sudan,2021,4.987500032,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2018,8.726576667,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2019,8.351373168,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2020,6.926209017,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Suriname,2021,6.81319532,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2018,214.800319774,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2019,225.887128941,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2020,189.476244155,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Sweden,2021,239.187353494,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2018,409.598533651,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2019,423.873025717,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2020,410.860225743,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Switzerland,2021,432.417869925,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2018,0.994378604,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2019,1.03177378,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2020,0.923362182,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Syrian Arab Republic,2021,0.896596395,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2018,0.910502741,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2019,0.90079263,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2020,1.011724203,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tajikistan,2021,1.082275363,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2018,7.556274488,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2019,7.721775452,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2020,7.214944489,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Thailand,2021,7.341395422,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2018,1.19250704,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2019,1.44239577,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2020,1.51816912,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Timor-Leste,2021,1.600060013,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2018,21.274153272,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2019,22.015855632,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2020,22.748742735,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Togo,2021,23.724837233,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2018,60.263938999,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2019,60.684296692,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2020,55.261222131,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Trinidad and Tobago,2021,54.434344821,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2018,11.263493113,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2019,11.4437013,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2020,11.003045821,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Tunisia,2021,11.683769205,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2018,1.331191691,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2019,1.271017893,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2020,1.276814911,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Turkmenistan,2021,2.031319546,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2018,14.111477314,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2019,13.549025657,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2020,13.587696529,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Türkiye,2021,16.374582941,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2018,36.577811506,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2019,39.211823433,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2020,38.225818247,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Uganda,2021,41.398265418,US$/m3,I,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2018,6.604563978,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2019,7.121163578,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2020,7.64389166,US$/m3,E,False
Water use,Pressure on water resources,SDG 6.4.1. Water Use Efficiency,Ukraine,2021,7.772915251,US$/m3,E,False
